Date,AAPL,AMZN,GOOGL,META,MSFT,NVDA,TSLA
2021-07-07,141.04971313476562,184.82899475097656,125.43727111816406,347.7609558105469,269.2297668457031,20.325197219848633,214.88333129882812
2021-07-08,139.75209045410156,186.57049560546875,124.01898193359375,342.9586486816406,266.81573486328125,19.85725975036621,217.60333251953125
2021-07-09,141.5765838623047,185.9669952392578,124.48958587646484,347.6915283203125,267.3158264160156,20.004425048828125,218.98333740234375
2021-07-12,140.98138427734375,185.92750549316406,125.93466186523438,350.41015625,266.719482421875,20.465621948242188,228.56666564941406
2021-07-13,142.0936279296875,183.8679962158203,126.29765319824219,349.3484802246094,270.2396240234375,20.203716278076172,222.84666442871094
2021-07-14,145.5181884765625,184.08399963378906,127.1858139038086,344.9232482910156,271.711181640625,19.796152114868164,217.7933349609375
2021-07-15,144.86448669433594,181.55999755859375,125.96389770507812,341.77789306640625,270.28765869140625,18.922903060913086,216.86666870117188
2021-07-16,142.8253936767578,178.68150329589844,125.92919158935547,338.5036315917969,270.0184631347656,18.11949348449707,214.74000549316406
2021-07-19,138.9813232421875,177.47950744628906,123.55680084228516,334.3263854980469,266.4214172363281,18.736831665039062,215.4066619873047
2021-07-20,142.59120178222656,178.6595001220703,125.17494201660156,338.99969482421875,268.6430969238281,18.569459915161133,220.1666717529297
2021-07-21,141.85951232910156,179.25999450683594,126.50346374511719,343.5341491699219,270.6435546875,19.365638732910156,218.42999267578125
2021-07-22,143.22540283203125,181.90150451660156,127.36878204345703,348.4555358886719,275.2024230957031,19.549222946166992,216.4199981689453
2021-07-23,144.9425506591797,182.83200073242188,131.92465209960938,366.9106750488281,278.597412109375,19.513301849365234,214.4600067138672
2021-07-26,145.36209106445312,184.99099731445312,132.936279296875,369.5599060058594,278.0011291503906,19.249902725219727,219.2066650390625
2021-07-27,143.19618225097656,181.3195037841797,130.81878662109375,364.9460754394531,275.5871276855469,19.164100646972656,214.92666625976562
2021-07-28,141.44972229003906,181.51600646972656,134.9783935546875,370.3735046386719,275.2793273925781,19.458425521850586,215.66000366210938
2021-07-29,142.0936279296875,179.99600219726562,134.6645050048828,355.530029296875,275.54864501953125,19.6170654296875,225.78334045410156
2021-07-30,142.3083038330078,166.37950134277344,133.62210083007812,353.5257263183594,274.01947021484375,19.454431533813477,229.06666564941406
2021-08-02,141.97654724121094,166.57400512695312,133.74908447265625,349.2095947265625,273.9328918457031,19.70486068725586,236.55667114257812
2021-08-03,143.77175903320312,168.31199645996094,134.51821899414062,348.505126953125,276.1449279785156,19.769712448120117,236.5800018310547
2021-08-04,143.3717498779297,167.73599243164062,134.01785278320312,356.12530517578125,275.5583190917969,20.2276611328125,236.97332763671875
2021-08-05,143.47909545898438,168.79949951171875,135.1345977783203,360.1438293457031,278.4531555175781,20.589832305908203,238.2100067138672
2021-08-06,142.79510498046875,167.2469940185547,134.6258087158203,360.6795959472656,278.3955078125,20.319456100463867,233.03334045410156
2021-08-09,142.74624633789062,167.093505859375,135.79067993164062,358.79437255859375,277.30865478515625,20.248613357543945,237.9199981689453
2021-08-10,142.26748657226562,166.03399658203125,135.68557739257812,358.318115234375,275.49090576171875,19.89042854309082,236.663330078125
2021-08-11,142.5215301513672,164.60549926757812,135.16189575195312,357.1571960449219,275.9814453125,19.653974533081055,235.94000244140625
2021-08-12,145.48214721679688,165.1750030517578,136.0693817138672,359.8262939453125,278.73211669921875,19.859506607055664,240.75
2021-08-13,145.68736267089844,164.69850158691406,136.5985107421875,360.3521423339844,281.6559753417969,20.141860961914062,239.05667114257812
2021-08-16,147.66111755371094,164.94949340820312,137.1757354736328,363.7058410644531,283.3390808105469,19.90440559387207,228.72332763671875
2021-08-17,146.75241088867188,162.09800720214844,135.541259765625,355.65899658203125,281.8771057128906,19.413528442382812,221.90333557128906
2021-08-18,143.0100860595703,160.06100463867188,134.33868408203125,352.682373046875,280.1521911621094,18.99648666381836,229.663330078125
2021-08-19,143.34231567382812,159.3874969482422,134.56781005859375,352.3548583984375,285.9725036621094,19.752756118774414,224.49000549316406
2021-08-20,144.7981719970703,159.99749755859375,136.30296325683594,356.5718078613281,293.2862548828125,20.7684268951416,226.75332641601562
2021-08-23,146.2834014892578,163.2935028076172,138.89356994628906,360.52081298828125,293.5657958984375,21.907814025878906,235.43333435058594
2021-08-24,146.19546508789062,165.28900146484375,140.10354614257812,362.6640319824219,291.6097106933594,21.743188858032227,236.163330078125
2021-08-25,144.96432495117188,164.95899963378906,140.9143524169922,365.5216064453125,291.0218200683594,22.1622314453125,237.06666564941406
2021-08-26,144.16305541992188,165.8000030517578,140.28109741210938,361.5428466796875,288.2080993652344,22.01756477355957,233.72000122070312
2021-08-27,145.19886779785156,167.48150634765625,142.82354736328125,369.7286071777344,288.8151550292969,22.584260940551758,237.30667114257812
2021-08-30,149.6153106689453,171.07850646972656,143.40525817871094,377.696044921875,292.54443359375,22.636146545410156,243.6366729736328
2021-08-31,148.35488891601562,173.5395050048828,143.51138305664062,376.426025390625,290.8966064453125,22.337778091430664,245.24000549316406
2021-09-01,149.01925659179688,173.9499969482422,144.02511596679688,379.0751953125,290.848388671875,22.39366340637207,244.69667053222656
2021-09-02,150.13319396972656,173.156005859375,142.11244201660156,372.3579406738281,290.193115234375,22.348758697509766,244.1300048828125
2021-09-03,150.76832580566406,173.90249633789062,142.5612335205078,373.330322265625,290.18353271484375,22.79481315612793,244.52333068847656
2021-09-07,153.10362243652344,175.46449279785156,143.09779357910156,379.20416259765625,289.2584533691406,22.614192962646484,250.97332763671875
2021-09-08,151.55982971191406,176.27499389648438,142.51312255859375,374.63006591796875,289.2873229980469,22.29187774658203,251.2899932861328
2021-09-09,150.5436248779297,174.20799255371094,142.36436462402344,375.0567321777344,286.4349670410156,22.130212783813477,251.6199951171875
2021-09-10,145.5603485107422,173.45750427246094,139.72120666503906,375.74139404296875,284.95111083984375,22.430580139160156,245.42333984375
2021-09-13,146.1270751953125,172.85850524902344,141.165771484375,373.5783386230469,286.1844787597656,22.105268478393555,247.6666717529297
2021-09-14,144.72979736328125,172.5,141.37600708007812,373.59820556640625,288.8826599121094,22.195077896118164,248.163330078125
2021-09-15,145.6189727783203,173.7895050048828,143.24557495117188,371.0085144042969,293.7296142578125,22.293872833251953,251.94332885742188
2021-09-16,145.38446044921875,174.41200256347656,142.4327850341797,370.15521240234375,294.1150817871094,22.195077896118164,252.3300018310547
2021-09-17,142.71694946289062,173.12600708007812,139.64584350585938,361.8801574707031,288.959716796875,21.853797912597656,253.163330078125
2021-09-20,139.6683807373047,167.7864990234375,137.58238220214844,352.9303894042969,283.5923156738281,21.068464279174805,243.38999938964844
2021-09-21,140.14715576171875,167.18150329589844,137.893310546875,354.696533203125,284.0741882324219,21.201181411743164,246.4600067138672
2021-09-22,142.5117645263672,169.00250244140625,139.133544921875,340.5376281738281,287.71661376953125,21.894712448120117,250.64666748046875
2021-09-23,143.46929931640625,170.8000030517578,140.05844116210938,343.2662353515625,288.6610412597656,22.4345703125,251.2133331298828
2021-09-24,143.55728149414062,171.2760009765625,141.04922485351562,350.21173095703125,288.4586181640625,22.034420013427734,258.1300048828125
2021-09-27,142.04269409179688,170.2899932861328,139.9156036376953,350.8268737792969,283.467041015625,21.61430549621582,263.78668212890625
2021-09-28,138.66195678710938,165.79800415039062,134.71658325195312,337.99749755859375,273.20452880859375,20.655336380004883,259.1866760253906
2021-09-29,139.5608673095703,165.05599975585938,133.25216674804688,336.9656982421875,273.66717529296875,20.473716735839844,260.4366760253906
2021-09-30,138.26132202148438,164.2519989013672,132.5802001953125,336.7474365234375,271.6627502441406,20.672298431396484,258.49334716796875
2021-10-01,139.38499450683594,164.16299438476562,135.42372131347656,340.3392028808594,278.5815734863281,20.698244094848633,258.40667724609375
2021-10-04,135.95533752441406,159.48899841308594,132.56385803222656,323.6897888183594,272.8094787597656,19.690372467041016,260.510009765625
2021-10-05,137.8802490234375,161.0500030517578,134.90798950195312,330.3674011230469,278.2538757324219,20.407855987548828,260.1966552734375
2021-10-06,138.7498321533203,163.10049438476562,136.43734741210938,331.04217529296875,282.4456481933594,20.656335830688477,260.9166564941406
2021-10-07,140.0103302001953,165.1215057373047,138.08375549316406,326.6565856933594,284.1224060058594,21.030540466308594,264.53668212890625
2021-10-08,139.62924194335938,164.43099975585938,138.63966369628906,327.4801025390625,284.1224060058594,20.78705406188965,261.8299865722656
2021-10-11,139.54132080078125,162.31500244140625,137.77529907226562,322.9159240722656,283.52496337890625,20.651338577270508,263.9800109863281
2021-10-12,138.27108764648438,162.3665008544922,135.33050537109375,321.2490234375,282.2239990234375,20.62739372253418,268.5733337402344
2021-10-13,137.684814453125,164.21400451660156,136.4542236328125,322.0130310058594,285.5292053222656,20.894824981689453,270.3599853515625
2021-10-14,140.4695587158203,164.9929962158203,139.99395751953125,325.971923828125,291.7348937988281,21.700132369995117,272.7733459472656
2021-10-15,141.52487182617188,170.4510040283203,140.2091522216797,322.2312927246094,293.14178466796875,21.815881729125977,281.010009765625
2021-10-18,143.1957244873047,172.33700561523438,141.60760498046875,332.72894287109375,296.1097106933594,22.175119400024414,290.03668212890625
2021-10-19,145.35513305664062,172.20750427246094,142.0628662109375,337.3427429199219,297.0155334472656,22.242977142333984,288.0899963378906
2021-10-20,145.84368896484375,170.7530059814453,140.6068878173828,338.12652587890625,296.2253723144531,22.05636978149414,288.6000061035156
2021-10-21,146.05865478515625,171.75050354003906,140.72293090820312,339.2179260253906,299.45343017578125,22.64413070678711,298.0
2021-10-22,145.28675842285156,166.77749633789062,136.43881225585938,322.08245849609375,297.91168212890625,22.67805290222168,303.2266540527344
2021-10-25,145.2379150390625,166.01849365234375,136.32032775878906,326.1307067871094,296.9191589355469,23.117128372192383,341.6199951171875
2021-10-26,145.90235900878906,168.80349731445312,138.1665802001953,313.3509826660156,298.8271789550781,24.66485595703125,339.4766540527344
2021-10-27,145.44309997558594,169.62449645996094,145.0189208984375,309.7889404296875,311.4119567871094,24.399417877197266,345.9533386230469
2021-10-28,149.0779571533203,172.32850646972656,144.65345764160156,314.45233154296875,312.549072265625,24.88838768005371,359.0133361816406
2021-10-29,146.37135314941406,168.6215057373047,146.8324432373047,321.0505676269531,319.5544738769531,25.513063430786133,371.3333435058594
2021-11-01,145.55056762695312,165.90550231933594,142.3207244873047,327.41070556640625,317.38641357421875,25.772518157958984,402.86334228515625
2021-11-02,146.58633422851562,165.6374969482422,144.2403564453125,325.5254821777344,321.0095520019531,26.345308303833008,390.6666564941406
2021-11-03,148.02267456054688,169.1999969482422,145.39633178710938,329.0379333496094,321.847900390625,26.541889190673828,404.6199951171875
2021-11-04,147.50479125976562,173.85000610351562,147.05209350585938,333.23492431640625,324.1991271972656,29.738130569458008,409.9700012207031
2021-11-05,148.033203125,175.94949340820312,147.6318359375,338.4738464355469,323.8330078125,29.68923568725586,407.36334228515625
2021-11-08,147.2112274169922,174.44900512695312,147.80935668945312,335.9833679199219,324.7291259765625,30.73902130126953,387.64666748046875
2021-11-09,147.5732879638672,178.81149291992188,147.69778442382812,332.7586669921875,323.7269287109375,30.59232521057129,341.1666564941406
2021-11-10,144.74530029296875,174.1024932861328,144.6975860595703,325.0888671875,318.7643737792969,29.3968563079834,355.98333740234375
2021-11-11,144.69639587402344,173.625,144.5716094970703,325.18804931640625,320.3350524902344,30.325889587402344,354.5033264160156
2021-11-12,146.77090454101562,176.25750732421875,147.45924377441406,338.2357177734375,324.4689636230469,30.325889587402344,344.47332763671875
2021-11-15,146.7806854248047,177.28399658203125,147.235107421875,344.853759765625,323.84259033203125,29.961658477783203,337.7966613769531
2021-11-16,147.75918579101562,177.03500366210938,146.663818359375,340.2895812988281,327.1574401855469,30.139284133911133,351.57666015625
2021-11-17,150.19578552246094,177.4499969482422,146.8334197998047,338.11663818359375,327.3794860839844,29.199270248413086,363.0033264160156
2021-11-18,154.4817657470703,184.80299377441406,148.6102294921875,336.0528564453125,329.455078125,31.608177185058594,365.4599914550781
2021-11-19,157.104248046875,183.82850646972656,147.70571899414062,342.6113586425781,331.2313537597656,32.9154167175293,379.0199890136719
2021-11-22,157.56417846679688,178.6284942626953,145.1027069091797,338.3547668457031,328.0648498535156,31.88858413696289,385.6233215332031
2021-11-23,157.94581604003906,179.0019989013672,144.58697509765625,334.6240539550781,325.98931884765625,31.679031372070312,369.6766662597656
2021-11-24,158.46441650390625,179.02049255371094,144.92221069335938,338.4043884277344,326.21136474609375,32.60506820678711,372.0
2021-11-26,153.44447326660156,175.22799682617188,141.0175018310547,330.52618408203125,318.2663269042969,31.436542510986328,360.6400146484375
2021-11-29,156.8009033203125,178.07850646972656,144.33753967285156,335.3979797363281,324.9757080078125,33.30559158325195,378.9966735839844
2021-11-30,161.75228881835938,175.35350036621094,140.73434448242188,321.93365478515625,319.1447448730469,32.6070671081543,381.586669921875
2021-12-01,161.23365783691406,172.18600463867188,139.89527893066406,308.1815490722656,318.6524353027344,31.372528076171875,365.0
2021-12-02,160.24534606933594,171.8679962158203,141.7940673828125,307.97320556640625,318.0828552246094,32.06215286254883,361.5333251953125
2021-12-03,158.3665771484375,169.489501953125,140.8374786376953,304.4508361816406,311.82720947265625,30.632001876831055,338.3233337402344
2021-12-06,161.77186584472656,171.36849975585938,141.9815216064453,315.3949890136719,314.89715576171875,29.977304458618164,336.336669921875
2021-12-07,167.506103515625,176.1645050048828,146.0623016357422,320.29644775390625,323.3248596191406,32.362552642822266,350.5833435058594
2021-12-08,171.32237243652344,176.1580047607422,146.97178649902344,327.98614501953125,323.3731384277344,31.762752532958984,356.32000732421875
2021-12-09,170.81353759765625,174.17100524902344,146.42828369140625,327.25189208984375,321.56787109375,30.42940330505371,334.6000061035156
2021-12-10,175.59860229492188,172.21200561523438,146.78826904296875,327.18243408203125,330.6810607910156,30.137985229492188,339.010009765625
2021-12-13,171.9682159423828,169.5675048828125,144.6311492919922,331.885498046875,327.64984130859375,28.105031967163086,322.13665771484375
2021-12-14,170.5885009765625,169.0915069580078,142.7273712158203,331.141357421875,316.97265625,28.280683517456055,319.5033264160156
2021-12-15,175.45184326171875,173.31500244140625,145.24057006835938,338.99969482421875,323.06427001953125,30.398469924926758,325.3299865722656
2021-12-16,168.56289672851562,168.87100219726562,143.26095581054688,332.2923278808594,313.6518249511719,28.330585479736328,308.97332763671875
2021-12-17,167.46694946289062,170.0175018310547,140.56324768066406,331.1910095214844,312.5898742675781,27.74574851989746,310.8566589355469
2021-12-20,166.10679626464844,167.07899475097656,140.44619750976562,322.9159240722656,308.8345642089844,27.663909912109375,299.9800109863281
2021-12-21,169.27723693847656,170.41700744628906,142.29641723632812,331.59783935546875,315.9590148925781,29.017221450805664,312.84332275390625
2021-12-22,171.8704071044922,171.03700256347656,145.2147979736328,327.8769836425781,321.6644592285156,29.341567993164062,336.2900085449219
2021-12-23,172.4966583251953,171.06849670410156,145.71218872070312,332.6297302246094,323.1028137207031,29.58109474182129,355.6666564941406
2021-12-27,176.45970153808594,169.66949462890625,146.694091796875,343.4844665527344,330.5942687988281,30.883502960205078,364.64666748046875
2021-12-28,175.44203186035156,170.66099548339844,145.48455810546875,343.524169921875,329.435791015625,30.26173973083496,362.8233337402344
2021-12-29,175.5301055908203,169.2010040283203,145.4528350830078,340.269775390625,330.1115417480469,29.941375732421875,362.0633239746094
2021-12-30,174.37542724609375,168.64450073242188,145.0020751953125,341.6786804199219,327.57257080078125,29.52720069885254,356.7799987792969
2021-12-31,173.7589874267578,166.7169952392578,143.66464233398438,333.7310791015625,324.6764221191406,29.35255241394043,352.260009765625
2022-01-03,178.10366821289062,170.4044952392578,143.802978515625,335.90399169921875,323.1607666015625,30.061138153076172,399.9266662597656
2022-01-04,175.84320068359375,167.52200317382812,143.2158203125,333.9096374511719,317.61956787109375,29.231794357299805,383.1966552734375
2022-01-05,171.16583251953125,164.35699462890625,136.64559936523438,321.6459045410156,305.4267883300781,27.54913902282715,362.7066650390625
2022-01-06,168.30850219726562,163.25399780273438,136.6183624267578,329.8713684082031,303.0133056640625,28.12200164794922,354.8999938964844
2022-01-07,168.47486877441406,162.5540008544922,135.8938446044922,329.2065734863281,303.1677551269531,27.19285011291504,342.32000732421875
2022-01-10,168.49444580078125,161.48599243164062,137.53277587890625,325.51556396484375,303.3898010253906,27.345548629760742,352.7066650390625
2022-01-11,171.32237243652344,165.36199951171875,138.59056091308594,331.76641845703125,304.07525634765625,27.761720657348633,354.79998779296875
2022-01-12,171.7627410888672,165.20700073242188,140.27114868164062,330.66510009765625,307.251220703125,27.94335174560547,368.739990234375
2022-01-13,168.49444580078125,161.21400451660156,137.4510040283203,323.93792724609375,294.2476501464844,26.52219009399414,343.85333251953125
2022-01-14,169.3555450439453,162.13800048828125,138.33717346191406,329.3157043457031,299.4607238769531,26.88845443725586,349.8699951171875
2022-01-18,166.15576171875,158.91749572753906,134.88319396972656,315.6728210449219,292.1721496582031,25.851524353027344,343.5033264160156
2022-01-19,162.6623077392578,156.2989959716797,134.0089111328125,317.1015319824219,292.8285217285156,25.017183303833008,331.8833312988281
2022-01-20,160.979248046875,151.66749572753906,132.21475219726562,314.0951232910156,291.1585388183594,24.102005004882812,332.0899963378906
2022-01-21,158.92431640625,142.64300537109375,129.28298950195312,300.80938720703125,285.7813720703125,23.327543258666992,314.6333312988281
2022-01-24,158.15126037597656,144.54400634765625,129.73178100585938,306.3062438964844,286.1094665527344,23.32554817199707,310.0
2022-01-25,156.35073852539062,139.98599243164062,125.89448547363281,297.8129577636719,278.5023193359375,22.27963638305664,306.1333312988281
2022-01-26,156.26271057128906,138.87249755859375,128.17364501953125,292.3359069824219,286.437744140625,22.726741790771484,312.4700012207031
2022-01-27,155.8027801513672,139.6374969482422,127.94752502441406,292.3458251953125,289.45941162109375,21.900390625,276.3666687011719
2022-01-28,166.67434692382812,143.97799682617188,132.2578887939453,299.3607177734375,297.587890625,22.794607162475586,282.1166687011719
2022-01-31,171.02883911132812,149.57350158691406,134.1943817138672,310.82086181640625,300.2137145996094,24.437339782714844,312.239990234375
2022-02-01,170.8625030517578,151.19349670410156,136.51568603515625,316.5161437988281,298.070556640625,24.589033126831055,310.4166564941406
2022-02-02,172.06605529785156,150.6125030517578,146.78680419921875,320.4850158691406,302.6077880859375,25.191837310791016,301.88665771484375
2022-02-03,169.18917846679688,138.8455047607422,141.9170379638672,235.90872192382812,290.8205261230469,23.900407791137695,297.0466613769531
2022-02-04,168.9050750732422,157.63949584960938,142.11839294433594,235.24392700195312,295.34814453125,24.270675659179688,307.7733459472656
2022-02-07,168.18980407714844,157.9355010986328,138.05995178222656,223.15878295898438,290.53094482421875,24.678855895996094,302.4466552734375
2022-02-08,171.2957305908203,161.4134979248047,138.25631713867188,218.46556091308594,294.0159606933594,25.058103561401367,307.3333435058594
2022-02-09,172.7164306640625,161.1894989013672,140.43133544921875,230.1935577392578,300.435791015625,26.65192985534668,310.6666564941406
2022-02-10,168.6405029296875,159.0034942626953,137.48367309570312,226.29417419433594,291.9114990234375,25.772680282592773,301.51666259765625
2022-02-11,165.23085021972656,153.2935028076172,133.1817626953125,217.84048461914062,284.8255615234375,23.901405334472656,286.6666564941406
2022-02-14,165.4659881591797,155.16700744628906,134.41505432128906,216.00491333007812,284.78692626953125,24.218772888183594,291.9200134277344
2022-02-15,169.29693603515625,156.510498046875,135.48867797851562,219.27920532226562,290.06756591796875,26.442344665527344,307.4766540527344
2022-02-16,169.0618438720703,158.10049438476562,136.6089324951172,214.8539276123047,289.7290344238281,26.45831298828125,307.7966613769531
2022-02-17,165.4659881591797,154.65249633789062,131.45254516601562,206.0926971435547,281.24517822265625,24.458295822143555,292.1166687011719
2022-02-18,163.91795349121094,152.60150146484375,129.3340301513672,204.55477905273438,278.5364685058594,23.595012664794922,285.6600036621094
2022-02-22,160.99818420410156,150.19749450683594,128.74937438964844,200.5065155029297,278.3333435058594,23.34351921081543,273.84332275390625
2022-02-23,156.83412170410156,144.82699584960938,126.54212951660156,196.90478515625,271.12640380859375,22.34250831604004,254.67999267578125
2022-02-24,159.45016479492188,151.35800170898438,131.60330200195312,205.98355102539062,284.97918701171875,23.7008056640625,266.92333984375
2022-02-25,161.51748657226562,153.7884979248047,133.35731506347656,208.8411102294922,287.6104736328125,24.108989715576172,269.9566650390625
2022-02-28,161.78204345703125,153.56300354003906,133.94992065429688,209.38681030273438,289.04217529296875,24.3365421295166,290.1433410644531
2022-03-01,159.90084838867188,151.14199829101562,132.9625701904297,201.90554809570312,285.3274230957031,23.430339813232422,288.1233215332031
2022-03-02,163.1929168701172,152.05250549316406,133.4683837890625,206.4895782470703,290.396484375,24.175981521606445,293.2966613769531
2022-03-03,162.8695526123047,147.89849853515625,132.8018798828125,201.38961791992188,286.26580810546875,23.670909881591797,279.7633361816406
2022-03-04,159.8714141845703,145.64100646972656,130.82521057128906,198.50222778320312,280.4034118652344,22.894319534301758,279.42999267578125
2022-03-07,156.07969665527344,137.4530029296875,125.34254455566406,186.01031494140625,269.8107604980469,21.313194274902344,268.1933288574219
2022-03-08,154.2572784423828,136.01449584960938,126.06259155273438,188.80828857421875,266.85052490234375,21.47490119934082,274.79998779296875
2022-03-09,159.65586853027344,139.2790069580078,132.32630920410156,196.95440673828125,279.0878601074219,22.9721736907959,286.3233337402344
2022-03-10,155.31544494628906,146.8175048828125,131.3439483642578,193.69004821777344,276.2728271484375,22.6168212890625,279.4333190917969
2022-03-11,151.60205078125,145.52450561523438,128.80592346191406,186.14918518066406,270.9328918457031,22.05983543395996,265.1166687011719
2022-03-14,147.57513427734375,141.85299682617188,124.91854095458984,185.1768341064453,267.4212951660156,21.291236877441406,255.4566650390625
2022-03-15,151.9547882080078,147.3665008544922,128.13893127441406,190.5347900390625,277.78192138671875,22.93124771118164,267.2966613769531
2022-03-16,156.36380004882812,153.10400390625,132.18797302246094,202.04446411132812,284.7857360839844,24.45148277282715,280.07666015625
2022-03-17,157.37298583984375,157.23899841308594,132.74188232421875,206.22166442871094,285.5886535644531,24.72099494934082,290.5333251953125
2022-03-18,160.66505432128906,161.25050354003906,135.0096435546875,214.8043212890625,290.6286315917969,26.404926300048828,301.7966613769531
2022-03-21,162.03677368164062,161.4915008544922,134.98583984375,209.84324645996094,289.4001159667969,26.68541717529297,307.0533447265625
2022-03-22,165.40719604492188,164.88900756835938,138.72146606445312,214.9630584716797,294.1402282714844,26.475797653198242,331.32666015625
2022-03-23,166.76914978027344,163.4080047607422,137.1420135498047,211.79791259765625,289.71929931640625,25.587413787841797,333.03668212890625
2022-03-24,170.5510711669922,163.64950561523438,140.41151428222656,217.8603515625,294.1789245605469,28.098846435546875,337.97332763671875
2022-03-25,171.1879425048828,164.77349853515625,140.51165771484375,220.09283447265625,293.772705078125,27.641672134399414,336.8800048828125
