Ticker,Annualized_Alpha,Beta,Start_Date,End_Date
NVDA,0.3567747046709899,2.1418360864545067,2021-05-10,2026-05-08
GOOGL,0.12229456529797872,1.2647495001197497,2021-05-10,2026-05-08
AAPL,0.04272449922098593,1.2184852277408336,2021-05-10,2026-05-08
MSFT,-0.006614784908998217,1.143319293321799,2021-05-10,2026-05-08
META,-0.00964696612776996,1.6175993846046808,2021-05-10,2026-05-08
AMZN,-0.03778626149686802,1.4970355449012567,2021-05-10,2026-05-08
TSLA,-0.040599635480905415,1.9953970807157806,2021-05-10,2026-05-08
